date,gt,lq
2004-07-01 09:13:31,j90r1lxjq/j90r1lxjq_flc.fits,j90r1lxjq/j90r1lxjq_flt.fits
2004-07-01 09:37:31,j90r1lxpq/j90r1lxpq_flc.fits,j90r1lxpq/j90r1lxpq_flt.fits
2004-07-01 12:13:58,j90r1myhq/j90r1myhq_flc.fits,j90r1myhq/j90r1myhq_flt.fits
2004-07-01 12:37:23,j90r1mymq/j90r1mymq_flc.fits,j90r1mymq/j90r1mymq_flt.fits
2004-07-01 23:24:40,j90r1nb5q/j90r1nb5q_flc.fits,j90r1nb5q/j90r1nb5q_flt.fits
2004-07-02 06:06:19,j90r1odwq/j90r1odwq_flc.fits,j90r1odwq/j90r1odwq_flt.fits
2004-07-02 23:23:37,j90r1pibq/j90r1pibq_flc.fits,j90r1pibq/j90r1pibq_flt.fits
2004-07-03 00:53:19,j90r1piuq/j90r1piuq_flc.fits,j90r1piuq/j90r1piuq_flt.fits
2004-07-03 01:05:19,j90r1pixq/j90r1pixq_flc.fits,j90r1pixq/j90r1pixq_flt.fits
2004-07-03 05:41:06,j90r1qkwq/j90r1qkwq_flc.fits,j90r1qkwq/j90r1qkwq_flt.fits
2004-07-03 05:53:06,j90r1qkzq/j90r1qkzq_flc.fits,j90r1qkzq/j90r1qkzq_flt.fits
2004-07-03 06:05:06,j90r1ql2q/j90r1ql2q_flc.fits,j90r1ql2q/j90r1ql2q_flt.fits
2004-07-03 09:12:33,j90r1rm3q/j90r1rm3q_flc.fits,j90r1rm3q/j90r1rm3q_flt.fits
2004-07-04 21:02:54,j8z019viq/j8z019viq_flc.fits,j8z019viq/j8z019viq_flt.fits
2004-07-04 21:18:40,j8z019vjq/j8z019vjq_flc.fits,j8z019vjq/j8z019vjq_flt.fits
2004-07-10 16:02:16,j8v301ibq/j8v301ibq_flc.fits,j8v301ibq/j8v301ibq_flt.fits
2004-07-10 16:18:23,j8v301icq/j8v301icq_flc.fits,j8v301icq/j8v301icq_flt.fits
2004-07-10 16:34:30,j8v301ieq/j8v301ieq_flc.fits,j8v301ieq/j8v301ieq_flt.fits
2004-07-13 20:46:35,j92f01l3q/j92f01l3q_flc.fits,j92f01l3q/j92f01l3q_flt.fits
2004-07-13 20:59:36,j92f01l6q/j92f01l6q_flc.fits,j92f01l6q/j92f01l6q_flt.fits
2004-07-13 23:29:42,j92f01ldq/j92f01ldq_flc.fits,j92f01ldq/j92f01ldq_flt.fits
2004-07-14 02:56:52,j92f05mtq/j92f05mtq_flc.fits,j92f05mtq/j92f05mtq_flt.fits
2004-07-14 03:23:58,j92f05mxq/j92f05mxq_flc.fits,j92f05mxq/j92f05mxq_flt.fits
2004-07-14 04:13:59,j92f05n3q/j92f05n3q_flc.fits,j92f05n3q/j92f05n3q_flt.fits
2004-07-17 16:07:26,j92y02jeq/j92y02jeq_flc.fits,j92y02jeq/j92y02jeq_flt.fits
2004-07-17 17:21:49,j92y02jkq/j92y02jkq_flc.fits,j92y02jkq/j92y02jkq_flt.fits
2004-07-17 19:02:39,j92y02jzq/j92y02jzq_flc.fits,j92y02jzq/j92y02jzq_flt.fits
2004-07-18 00:51:25,j92f02luq/j92f02luq_flc.fits,j92f02luq/j92f02luq_flt.fits
2004-07-18 01:14:24,j92f02m0q/j92f02m0q_flc.fits,j92f02m0q/j92f02m0q_flt.fits
2004-07-18 01:40:01,j92f02m5q/j92f02m5q_flc.fits,j92f02m5q/j92f02m5q_flt.fits
2004-07-18 01:55:38,j92f02m8q/j92f02m8q_flc.fits,j92f02m8q/j92f02m8q_flt.fits
2004-07-18 07:04:00,j91o71o4q/j91o71o4q_flc.fits,j91o71o4q/j91o71o4q_flt.fits
2004-07-18 10:54:37,j91o72pcq/j91o72pcq_flc.fits,j91o72pcq/j91o72pcq_flt.fits
2004-07-20 02:13:49,j91o76hdq/j91o76hdq_flc.fits,j91o76hdq/j91o76hdq_flt.fits
2004-07-20 02:22:48,j91o76hfq/j91o76hfq_flc.fits,j91o76hfq/j91o76hfq_flt.fits
2004-07-21 07:13:25,j91k10ouq/j91k10ouq_flc.fits,j91k10ouq/j91k10ouq_flt.fits
2004-07-21 07:22:41,j91k10oxq/j91k10oxq_flc.fits,j91k10oxq/j91k10oxq_flt.fits
2004-07-21 07:41:37,j91k10p2q/j91k10p2q_flc.fits,j91k10p2q/j91k10p2q_flt.fits
2004-07-23 07:05:41,j91o75akq/j91o75akq_flc.fits,j91o75akq/j91o75akq_flt.fits
2004-07-26 07:44:38,j93m02c7q/j93m02c7q_flc.fits,j93m02c7q/j93m02c7q_flt.fits
2004-07-26 11:17:00,j93m04d5q/j93m04d5q_flc.fits,j93m04d5q/j93m04d5q_flt.fits
2004-07-26 11:34:02,j93m04d9q/j93m04d9q_flc.fits,j93m04d9q/j93m04d9q_flt.fits
2004-07-26 14:11:08,j93m06dpq/j93m06dpq_flc.fits,j93m06dpq/j93m06dpq_flt.fits
2004-07-26 14:19:39,j93m06drq/j93m06drq_flc.fits,j93m06drq/j93m06drq_flt.fits
2004-07-26 14:28:10,j93m06dtq/j93m06dtq_flc.fits,j93m06dtq/j93m06dtq_flt.fits
2004-07-29 17:38:12,j8yy15tdq/j8yy15tdq_flc.fits,j8yy15tdq/j8yy15tdq_flt.fits
2004-07-31 10:48:05,j8yy02ezq/j8yy02ezq_flc.fits,j8yy02ezq/j8yy02ezq_flt.fits
2004-08-03 05:45:56,j8yy05k6q/j8yy05k6q_flc.fits,j8yy05k6q/j8yy05k6q_flt.fits
2004-08-03 05:58:07,j8yy05k7q/j8yy05k7q_flc.fits,j8yy05k7q/j8yy05k7q_flt.fits
2004-08-04 09:25:54,j8v303rjq/j8v303rjq_flc.fits,j8v303rjq/j8v303rjq_flt.fits
2004-08-04 17:39:19,j93i31stq/j93i31stq_flc.fits,j93i31stq/j93i31stq_flt.fits
2004-08-14 05:40:15,j92y08ylq/j92y08ylq_flc.fits,j92y08ylq/j92y08ylq_flt.fits
2004-08-14 07:03:03,j92y08z2q/j92y08z2q_flc.fits,j92y08z2q/j92y08z2q_flt.fits
2004-08-14 08:39:12,j92y08zcq/j92y08zcq_flc.fits,j92y08zcq/j92y08zcq_flt.fits
2004-08-14 22:45:43,j92gb1d1q/j92gb1d1q_flc.fits,j92gb1d1q/j92gb1d1q_flt.fits
2004-08-15 11:00:45,j92ga4e5q/j92ga4e5q_flc.fits,j92ga4e5q/j92ga4e5q_flt.fits
2004-08-16 12:36:54,j92ga9bnq/j92ga9bnq_flc.fits,j92ga9bnq/j92ga9bnq_flt.fits
2004-08-17 19:01:30,j92gd1fnq/j92gd1fnq_flc.fits,j92gd1fnq/j92gd1fnq_flt.fits
2004-08-17 19:49:21,j92k01ftq/j92k01ftq_flc.fits,j92k01ftq/j92k01ftq_flt.fits
2004-08-17 19:57:44,j92k01fvq/j92k01fvq_flc.fits,j92k01fvq/j92k01fvq_flt.fits
2004-08-18 02:12:29,j92ga2huq/j92ga2huq_flc.fits,j92ga2huq/j92ga2huq_flt.fits
2004-08-18 03:34:58,j92gb2hwq/j92gb2hwq_flc.fits,j92gb2hwq/j92gb2hwq_flt.fits
2004-08-21 19:08:38,j8yy14uiq/j8yy14uiq_flc.fits,j8yy14uiq/j8yy14uiq_flt.fits
2004-08-22 09:43:31,j92gd2xmq/j92gd2xmq_flc.fits,j92gd2xmq/j92gd2xmq_flt.fits
2004-08-24 08:35:55,j93501hvq/j93501hvq_flc.fits,j93501hvq/j93501hvq_flt.fits
2004-08-24 08:49:03,j93501hxq/j93501hxq_flc.fits,j93501hxq/j93501hxq_flt.fits
2004-08-24 09:15:19,j93501i1q/j93501i1q_flc.fits,j93501i1q/j93501i1q_flt.fits
2004-08-24 10:10:52,j93501i3q/j93501i3q_flc.fits,j93501i3q/j93501i3q_flt.fits
2004-08-25 07:37:29,j93502nzq/j93502nzq_flc.fits,j93502nzq/j93502nzq_flt.fits
2004-08-25 08:33:01,j93502o1q/j93502o1q_flc.fits,j93502o1q/j93502o1q_flt.fits
2004-08-25 08:46:23,j93502o3q/j93502o3q_flc.fits,j93502o3q/j93502o3q_flt.fits
2004-08-25 08:59:45,j93502o5q/j93502o5q_flc.fits,j93502o5q/j93502o5q_flt.fits
2004-08-25 13:34:40,j93503ouq/j93503ouq_flc.fits,j93503ouq/j93503ouq_flt.fits
2004-08-25 14:00:56,j93503oyq/j93503oyq_flc.fits,j93503oyq/j93503oyq_flt.fits
2004-08-25 15:09:50,j93503p2q/j93503p2q_flc.fits,j93503p2q/j93503p2q_flt.fits
2004-08-25 15:23:12,j93503p4q/j93503p4q_flc.fits,j93503p4q/j93503p4q_flt.fits
2004-08-29 19:14:51,j93504grq/j93504grq_flc.fits,j93504grq/j93504grq_flt.fits
2004-08-29 20:54:46,j93504h1q/j93504h1q_flc.fits,j93504h1q/j93504h1q_flt.fits
2004-08-30 21:09:59,j90o14eiq/j90o14eiq_flc.fits,j90o14eiq/j90o14eiq_flt.fits
2004-08-30 22:37:29,j90o14evq/j90o14evq_flc.fits,j90o14evq/j90o14evq_flt.fits
2004-09-01 21:04:02,j92c37onq/j92c37onq_flc.fits,j92c37onq/j92c37onq_flt.fits
2004-09-03 17:50:06,j92c35v8q/j92c35v8q_flc.fits,j92c35v8q/j92c35v8q_flt.fits
2004-09-03 19:24:46,j92c35vcq/j92c35vcq_flc.fits,j92c35vcq/j92c35vcq_flt.fits
2004-09-04 19:02:12,j92c39ahq/j92c39ahq_flc.fits,j92c39ahq/j92c39ahq_flt.fits
2004-09-04 19:04:35,j92c39aiq/j92c39aiq_flc.fits,j92c39aiq/j92c39aiq_flt.fits
2004-09-04 22:18:22,j92c39aqq/j92c39aqq_flc.fits,j92c39aqq/j92c39aqq_flt.fits
2004-09-05 01:34:23,j8yy10awq/j8yy10awq_flc.fits,j8yy10awq/j8yy10awq_flt.fits
2004-09-05 11:23:28,j92c29csq/j92c29csq_flc.fits,j92c29csq/j92c29csq_flt.fits
2004-09-05 15:49:30,j92c31d3q/j92c31d3q_flc.fits,j92c31d3q/j92c31d3q_flt.fits
2004-09-05 16:12:36,j92c31d4q/j92c31d4q_flc.fits,j92c31d4q/j92c31d4q_flt.fits
2004-09-05 17:23:00,j92c31d6q/j92c31d6q_flc.fits,j92c31d6q/j92c31d6q_flt.fits
2004-09-06 17:40:14,j8yy07coq/j8yy07coq_flc.fits,j8yy07coq/j8yy07coq_flt.fits
2004-09-07 12:36:47,j8urd2hkq/j8urd2hkq_flc.fits,j8urd2hkq/j8urd2hkq_flt.fits
2004-09-07 15:57:10,j92f11i2q/j92f11i2q_flc.fits,j92f11i2q/j92f11i2q_flt.fits
2004-09-07 15:59:31,j92f11i3q/j92f11i3q_flc.fits,j92f11i3q/j92f11i3q_flt.fits
2004-09-07 17:13:34,j92f11i5q/j92f11i5q_flc.fits,j92f11i5q/j92f11i5q_flt.fits
2004-09-07 17:35:06,j92f11i9q/j92f11i9q_flc.fits,j92f11i9q/j92f11i9q_flt.fits
2004-09-09 14:13:02,j90o26uxq/j90o26uxq_flc.fits,j90o26uxq/j90o26uxq_flt.fits
2004-09-09 16:09:29,j90o26vfq/j90o26vfq_flc.fits,j90o26vfq/j90o26vfq_flt.fits
2004-09-10 01:22:18,j90o24ydq/j90o24ydq_flc.fits,j90o24ydq/j90o24ydq_flt.fits
2004-09-10 01:37:04,j90o24yfq/j90o24yfq_flc.fits,j90o24yfq/j90o24yfq_flt.fits
2004-09-10 02:06:50,j90o24ypq/j90o24ypq_flc.fits,j90o24ypq/j90o24ypq_flt.fits
2004-09-10 03:00:41,j90o25z2q/j90o25z2q_flc.fits,j90o25z2q/j90o25z2q_flt.fits
2004-09-10 07:46:07,j90o25a4q/j90o25a4q_flc.fits,j90o25a4q/j90o25a4q_flt.fits
2004-09-10 08:09:03,j90o25a8q/j90o25a8q_flc.fits,j90o25a8q/j90o25a8q_flt.fits
2004-09-11 09:42:18,j92c33ejq/j92c33ejq_flc.fits,j92c33ejq/j92c33ejq_flt.fits
2004-09-11 10:54:34,j92c33ekq/j92c33ekq_flc.fits,j92c33ekq/j92c33ekq_flt.fits
2004-09-12 08:07:56,j90i05ksq/j90i05ksq_flc.fits,j90i05ksq/j90i05ksq_flt.fits
2004-09-12 15:29:33,j92f08meq/j92f08meq_flc.fits,j92f08meq/j92f08meq_flt.fits
2004-09-12 15:40:19,j92f08mgq/j92f08mgq_flc.fits,j92f08mgq/j92f08mgq_flt.fits
2004-09-12 15:51:05,j92f08miq/j92f08miq_flc.fits,j92f08miq/j92f08miq_flt.fits
2004-09-12 16:07:22,j92f08mlq/j92f08mlq_flc.fits,j92f08mlq/j92f08mlq_flt.fits
2004-09-13 14:38:40,j90l03euq/j90l03euq_flc.fits,j90l03euq/j90l03euq_flt.fits
2004-09-13 14:50:30,j90l03eyq/j90l03eyq_flc.fits,j90l03eyq/j90l03eyq_flt.fits
2004-09-13 15:58:34,j90la3f6q/j90la3f6q_flc.fits,j90la3f6q/j90la3f6q_flt.fits
2004-09-13 16:10:24,j90la3faq/j90la3faq_flc.fits,j90la3faq/j90la3faq_flt.fits
2004-09-14 03:15:30,j93i09gsq/j93i09gsq_flc.fits,j93i09gsq/j93i09gsq_flt.fits
2004-09-14 07:34:31,j92k52i5q/j92k52i5q_flc.fits,j92k52i5q/j92k52i5q_flt.fits
2004-09-14 07:42:54,j92k52i7q/j92k52i7q_flc.fits,j92k52i7q/j92k52i7q_flt.fits
2004-09-14 12:57:14,j90l04j3q/j90l04j3q_flc.fits,j90l04j3q/j90l04j3q_flt.fits
2004-09-14 14:32:42,j90la4jjq/j90la4jjq_flc.fits,j90la4jjq/j90la4jjq_flt.fits
2004-09-14 16:03:56,j90l05joq/j90l05joq_flc.fits,j90l05joq/j90l05joq_flt.fits
2004-09-14 17:44:04,j90la5k7q/j90la5k7q_flc.fits,j90la5k7q/j90la5k7q_flt.fits
2004-09-14 19:39:38,j90l06kjq/j90l06kjq_flc.fits,j90l06kjq/j90l06kjq_flt.fits
2004-09-14 20:31:59,j90la6knq/j90la6knq_flc.fits,j90la6knq/j90la6knq_flt.fits
